Athlete;Age;Year;Closing Ceremony Date;Gold Medals;Silver Medals;Bronze Medals
Bill Schuffenhauer;28;2002;02/24/2002;0;1;0
Doug Sharp;32;2002;02/24/2002;0;0;1
Brian Shimer;39;2002;02/24/2002;0;0;1
Dan Steele;32;2002;02/24/2002;0;0;1
Markus Zimmermann;37;2002;02/24/2002;1;0;0
Sandrine Bailly;30;2010;02/28/2010;0;1;0
Sylvie Becaert;34;2010;02/28/2010;0;1;0
Tora Berger;28;2010;02/28/2010;1;0;0
Anna Bogaly-Titovets;30;2010;02/28/2010;1;0;0
Tarjei Bø;21;2010;02/28/2010;1;0;0
Ivan Cherezov;29;2010;02/28/2010;0;0;1
Maksim Chudov;27;2010;02/28/2010;0;0;1
Darya Domracheva;23;2010;02/28/2010;0;0;1
Simon Eder;27;2010;02/28/2010;0;1;0
Jakov Fak;22;2010;02/28/2010;0;0;1
Björn Ferry;31;2010;02/28/2010;1;0;0
Martin Fourcade;21;2010;02/28/2010;0;1;0
Martina Glagow-Beck;30;2010;02/28/2010;0;0;1
Halvard Hanevold;40;2010;02/28/2010;1;0;0
Andrea Henkel;32;2010;02/28/2010;0;0;1
Pavol Hurajt;32;2010;02/28/2010;0;0;1
Yelena Khrustalyova;29;2010;02/28/2010;0;1;0
Dominik Landertinger;22;2010;02/28/2010;0;1;0
Daniel Mesotitsch;33;2010;02/28/2010;0;1;0
Sergey Novikov;30;2010;02/28/2010;0;1;0
Olga Pylyova-Medvedtseva;34;2010;02/28/2010;1;0;0
Anton Shipulin;22;2010;02/28/2010;0;0;1
Svetlana Sleptsova;23;2010;02/28/2010;1;0;0
Kati Wilhelm;33;2010;02/28/2010;0;0;1
Frode Andresen;32;2006;02/26/2006;0;0;1
Katrin Apel;32;2006;02/26/2006;0;1;0
Sandrine Bailly;26;2006;02/26/2006;0;0;1
Sylvie Becaert;30;2006;02/26/2006;0;0;1
Anna Bogaly-Titovets;26;2006;02/26/2006;1;0;0
Ferréol Cannard;27;2006;02/26/2006;0;0;1
Sergey Chepikov;39;2006;02/26/2006;0;1;0
Ivan Cherezov;25;2006;02/26/2006;0;1;0
Uschi Disl;35;2006;02/26/2006;0;0;1
Ricco Groß;35;2006;02/26/2006;1;0;0
Andrea Henkel;28;2006;02/26/2006;0;1;0
Nikolay Kruglov;24;2006;02/26/2006;0;1;0
Delphine Peretto;24;2006;02/26/2006;0;0;1
Raphaël Poirée;31;2006;02/26/2006;0;0;1
Julien Robert;31;2006;02/26/2006;0;0;1
Michael Rösch;22;2006;02/26/2006;1;0;0
Pavel Rostovtsev;34;2006;02/26/2006;0;1;0
Tomasz Sikora;32;2006;02/26/2006;0;1;0
Liliya Yefremova;28;2006;02/26/2006;0;0;1
Olga Zaytseva;27;2006;02/26/2006;1;0;0
Albina Akhatova;25;2002;02/24/2002;0;0;1
Gunn Margit Andreassen;28;2002;02/24/2002;0;1;0
Frode Andresen;28;2002;02/24/2002;1;0;0
Katrin Apel;28;2002;02/24/2002;1;0;0
Vincent Defrasne;24;2002;02/24/2002;0;0;1
Egil Gjelland;28;2002;02/24/2002;1;0;0
Halvard Hanevold;32;2002;02/24/2002;1;0;0
Svetlana Ishmuratova;29;2002;02/24/2002;0;0;1
Galina Kukleva;29;2002;02/24/2002;0;0;1
Gilles Marguet;34;2002;02/24/2002;0;0;1
Viktor Maygurov;33;2002;02/24/2002;0;0;1
Irina Nikulchina;27;2002;02/24/2002;0;0;1
Wolfgang Perner;34;2002;02/24/2002;0;0;1
Julien Robert;27;2002;02/24/2002;0;0;1
Peter Sendel;29;2002;02/24/2002;0;1;0
Ann Elen Skjelbreid;30;2002;02/24/2002;0;1;0
Linda Tjørhom;22;2002;02/24/2002;0;1;0
Julius Brink;30;2012;08/12/2012;1;0;0
Alison Cerutti;27;2012;08/12/2012;0;1;0
Emanuel;39;2012;08/12/2012;0;1;0
Juliana;29;2012;08/12/2012;0;0;1
Jen Kessy;34;2012;08/12/2012;0;1;0
Larissa;30;2012;08/12/2012;0;0;1
Misty May-Treanor;34;2012;08/12/2012;1;0;0
Martinš Plavinš;27;2012;08/12/2012;0;0;1
Jonas Reckermann;33;2012;08/12/2012;1;0;0
April Ross;30;2012;08/12/2012;0;1;0
Janis Šmedinš;24;2012;08/12/2012;0;0;1
Kerri Walsh;33;2012;08/12/2012;1;0;0
Phil Dalhausser;28;2008;08/24/2008;1;0;0
Emanuel;35;2008;08/24/2008;0;0;1
Fábio;29;2008;08/24/2008;0;1;0
Márcio;34;2008;08/24/2008;0;1;0
Misty May-Treanor;31;2008;08/24/2008;1;0;0
Ricardo;33;2008;08/24/2008;0;0;1
Todd Rogers;34;2008;08/24/2008;1;0;0
Tian Jia;27;2008;08/24/2008;0;1;0
Kerri Walsh;29;2008;08/24/2008;1;0;0
Wang Jie;24;2008;08/24/2008;0;1;0
Xue Chen;19;2008;08/24/2008;0;0;1
Zhang Xi;23;2008;08/24/2008;0;0;1
Adriana Behar;35;2004;08/29/2004;0;1;0
Javier Bosma;34;2004;08/29/2004;0;1;0
Emanuel;31;2004;08/29/2004;1;0;0
Pablo Herrera;22;2004;08/29/2004;0;1;0
Patrick Heuscher;27;2004;08/29/2004;0;0;1
Stefan Kobel;30;2004;08/29/2004;0;0;1
Misty May-Treanor;27;2004;08/29/2004;1;0;0
Holly McPeak;35;2004;08/29/2004;0;0;1
Ricardo;29;2004;08/29/2004;1;0;0
Shelda;31;2004;08/29/2004;0;1;0
Kerri Walsh;25;2004;08/29/2004;1;0;0
Elaine Youngs;34;2004;08/29/2004;0;0;1
Jörg Ahmann;34;2000;10/01/2000;0;0;1
Adriana Behar;31;2000;10/01/2000;0;1;0
Dain Blanton;28;2000;10/01/2000;1;0;0
Natalie Cook;25;2000;10/01/2000;1;0;0
Eric Fonoimoana;31;2000;10/01/2000;1;0;0
Axel Hager;31;2000;10/01/2000;0;0;1
Kerri-Ann Pottharst;35;2000;10/01/2000;1;0;0
Ricardo;25;2000;10/01/2000;0;1;0
Adriana Samuel;34;2000;10/01/2000;0;0;1
Sandra;27;2000;10/01/2000;0;0;1
Shelda;27;2000;10/01/2000;0;1;0
Zé Marco;29;2000;10/01/2000;0;1;0
Carmelo Anthony;28;2012;08/12/2012;1;0;0
Semyon Antonov;23;2012;08/12/2012;0;0;1
Seimone Augustus;28;2012;08/12/2012;1;0;0
Suzy Batkovic;31;2012;08/12/2012;0;0;1
Clémence Beikes;28;2012;08/12/2012;0;1;0
Sue Bird;31;2012;08/12/2012;1;0;0
Abby Bishop;23;2012;08/12/2012;0;0;1
Kobe Bryant;33;2012;08/12/2012;1;0;0
José Manuel Calderón;30;2012;08/12/2012;0;1;0
Liz Cambage;20;2012;08/12/2012;0;0;1
Swin Cash;32;2012;08/12/2012;1;0;0
Tamika Catchings;33;2012;08/12/2012;1;0;0
Tyson Chandler;29;2012;08/12/2012;1;0;0
Tina Charles;23;2012;08/12/2012;1;0;0
Víctor Claver;23;2012;08/12/2012;0;1;0
Anthony Davis;19;2012;08/12/2012;1;0;0
Jennifer Digbeu;25;2012;08/12/2012;0;1;0
Céline Dumerc;30;2012;08/12/2012;0;1;0
Kevin Durant;23;2012;08/12/2012;1;0;0
Rudy Fernández;27;2012;08/12/2012;0;1;0
Sylvia Fowles;26;2012;08/12/2012;1;0;0
Vitaly Fridzon;26;2012;08/12/2012;0;0;1
Marc Gasol;27;2012;08/12/2012;0;1;0
Pau Gasol;32;2012;08/12/2012;0;1;0
Elodie Godin;27;2012;08/12/2012;0;1;0
Émilie Gomis;28;2012;08/12/2012;0;1;0
Sandrine Gruda;25;2012;08/12/2012;0;1;0
James Harden;22;2012;08/12/2012;1;0;0
Kristi Harrower;37;2012;08/12/2012;0;0;1
Serge Ibaka;22;2012;08/12/2012;0;1;0
Andre Iguodala;28;2012;08/12/2012;1;0;0
Lauren Jackson;31;2012;08/12/2012;0;0;1
LeBron James;27;2012;08/12/2012;1;0;0
Rachel Jarry;20;2012;08/12/2012;0;0;1
Asjha Jones;31;2012;08/12/2012;1;0;0
Sergey Karasyov;18;2012;08/12/2012;0;0;1
Aleksandr Kaun;27;2012;08/12/2012;0;0;1
Viktor Khryapa;29;2012;08/12/2012;0;0;1
Dmitry Khvostov;22;2012;08/12/2012;0;0;1
Andrey Kirilenko;31;2012;08/12/2012;0;0;1
Marion Laborde;25;2012;08/12/2012;0;1;0
Edwige Lawson-Wade;33;2012;08/12/2012;0;1;0
Florence Lepron;27;2012;08/12/2012;0;1;0
Sergio Llull;24;2012;08/12/2012;0;1;0
Kevin Love;23;2012;08/12/2012;1;0;0
Kathleen MacLeod;25;2012;08/12/2012;0;0;1
Angel McCoughtry;25;2012;08/12/2012;1;0;0
Endéné Miyem;24;2012;08/12/2012;0;1;0
Sergey Monya;29;2012;08/12/2012;0;0;1
Maya Moore;23;2012;08/12/2012;1;0;0
Timofey Mozgov;26;2012;08/12/2012;0;0;1
Juan Carlos Navarro;32;2012;08/12/2012;0;1;0
Emmeline Ndongue;29;2012;08/12/2012;0;1;0
Jenna O'Hea;25;2012;08/12/2012;0;0;1
Candace Parker;26;2012;08/12/2012;1;0;0
Chris Paul;27;2012;08/12/2012;1;0;0
Anton Ponkrashov;26;2012;08/12/2012;0;0;1
Felipe Reyes;32;2012;08/12/2012;0;1;0
Samantha Richards;29;2012;08/12/2012;0;0;1
Sergio Rodríguez;26;2012;08/12/2012;0;1;0
Víctor Sada;28;2012;08/12/2012;0;1;0
Fernando San Emeterio;28;2012;08/12/2012;0;1;0
Jenni Screen;30;2012;08/12/2012;0;0;1
Aleksey Shved;23;2012;08/12/2012;0;0;1
Belinda Snell;31;2012;08/12/2012;0;0;1
Laura Summerton-Hodges;28;2012;08/12/2012;0;0;1
Diana Taurasi;30;2012;08/12/2012;1;0;0
Yevgeny Voronov;26;2012;08/12/2012;0;0;1
Russell Westbrook;23;2012;08/12/2012;1;0;0
Lindsay Whalen;30;2012;08/12/2012;1;0;0
Deron Williams;28;2012;08/12/2012;1;0;0
Isabelle Yacoubou;26;2012;08/12/2012;0;1;0
Svetlana Abrosimova;28;2008;08/24/2008;0;0;1
Carmelo Anthony;24;2008;08/24/2008;1;0;0
Seimone Augustus;24;2008;08/24/2008;1;0;0
Suzy Batkovic;27;2008;08/24/2008;0;1;0
Tully Bevilaqua;36;2008;08/24/2008;0;1;0
Sue Bird;27;2008;08/24/2008;1;0;0
Carlos Boozer;26;2008;08/24/2008;1;0;0
Chris Bosh;24;2008;08/24/2008;1;0;0
Kobe Bryant;29;2008;08/24/2008;1;0;0
José Manuel Calderón;26;2008;08/24/2008;0;1;0
Tamika Catchings;29;2008;08/24/2008;1;0;0
Rohanee Cox;27;2008;08/24/2008;0;1;0
Carlos Delfino;25;2008;08/24/2008;0;0;1
Rudy Fernández;23;2008;08/24/2008;0;1;0
Sylvia Fowles;22;2008;08/24/2008;1;0;0
Jorge Garbajosa;30;2008;08/24/2008;0;1;0
Marc Gasol;23;2008;08/24/2008;0;1;0
Pau Gasol;28;2008;08/24/2008;0;1;0
Manu Ginóbili;31;2008;08/24/2008;0;0;1
Román González;30;2008;08/24/2008;0;0;1
Hollie Grima;24;2008;08/24/2008;0;1;0
Juan Pedro Gutiérrez;24;2008;08/24/2008;0;0;1
Leonardo Gutiérrez;30;2008;08/24/2008;0;0;1
Becky Hammon;31;2008;08/24/2008;0;0;1
Kristi Harrower;33;2008;08/24/2008;0;1;0
Dwight Howard;22;2008;08/24/2008;1;0;0
Lauren Jackson;27;2008;08/24/2008;0;1;0
LeBron James;23;2008;08/24/2008;1;0;0
Carlos Jiménez;32;2008;08/24/2008;0;1;0
Federico Kammerichs;28;2008;08/24/2008;0;0;1
Marina Karpunina;24;2008;08/24/2008;0;0;1
Jason Kidd;35;2008;08/24/2008;1;0;0
Ilona Korstin;28;2008;08/24/2008;0;0;1
Marina Kuzina;23;2008;08/24/2008;0;0;1
Kara Lawson;27;2008;08/24/2008;1;0;0
Lisa Leslie;36;2008;08/24/2008;1;0;0
Yekaterina Lisina;20;2008;08/24/2008;0;0;1
Raúl López;28;2008;08/24/2008;0;1;0
DeLisha Milton-Jones;33;2008;08/24/2008;1;0;0
Álex Mumbrú;29;2008;08/24/2008;0;1;0
Juan Carlos Navarro;28;2008;08/24/2008;0;1;0
Andrés Nocioni;28;2008;08/24/2008;0;0;1
Fabricio Oberto;35;2008;08/24/2008;0;0;1
Irina Osipova;27;2008;08/24/2008;0;0;1
Candace Parker;22;2008;08/24/2008;1;0;0
Chris Paul;23;2008;08/24/2008;1;0;0
Erin Phillips;23;2008;08/24/2008;0;1;0
Cappie Pondexter;25;2008;08/24/2008;1;0;0
Antonio Porta;24;2008;08/24/2008;0;0;1
Pablo Prigioni;31;2008;08/24/2008;0;0;1
Tayshaun Prince;28;2008;08/24/2008;1;0;0
Paolo Quinteros;29;2008;08/24/2008;0;0;1
Oksana Rakhmatulina;31;2008;08/24/2008;0;0;1
Emma Randall;23;2008;08/24/2008;0;1;0
Michael Redd;28;2008;08/24/2008;1;0;0
Felipe Reyes;28;2008;08/24/2008;0;1;0
Berni Rodríguez;28;2008;08/24/2008;0;1;0
Ricky Rubio;17;2008;08/24/2008;0;1;0
Luis Scola;28;2008;08/24/2008;0;0;1
Jenni Screen;26;2008;08/24/2008;0;1;0
Tatyana Shchyegoleva;26;2008;08/24/2008;0;0;1
Katie Smith;34;2008;08/24/2008;1;0;0
Belinda Snell;27;2008;08/24/2008;0;1;0
Irina Sokolovskaya;25;2008;08/24/2008;0;0;1
Mariya Stepanova;29;2008;08/24/2008;0;0;1
Laura Summerton-Hodges;24;2008;08/24/2008;0;1;0
Diana Taurasi;26;2008;08/24/2008;1;0;0
Penny Taylor;27;2008;08/24/2008;0;1;0
Tina Thompson;33;2008;08/24/2008;1;0;0
Nataliya Vodopyanova;27;2008;08/24/2008;0;0;1
Dwyane Wade Jr.;26;2008;08/24/2008;1;0;0
Deron Williams;24;2008;08/24/2008;1;0;0
Carmelo Anthony;20;2004;08/29/2004;0;0;1
Anna Arkhipova;31;2004;08/29/2004;0;0;1
Olga Arteshina;21;2004;08/29/2004;0;0;1
Yelena Baranova;32;2004;08/29/2004;0;0;1
Gianluca Basile;29;2004;08/29/2004;0;1;0
Suzy Batkovic;23;2004;08/29/2004;0;1;0
Sue Bird;23;2004;08/29/2004;1;0;0
Carlos Boozer;22;2004;08/29/2004;0;0;1
Sandy Brondello;35;2004;08/29/2004;0;1;0
Massimo Bulleri;26;2004;08/29/2004;0;1;0
Swin Cash;24;2004;08/29/2004;1;0;0
Tamika Catchings;25;2004;08/29/2004;1;0;0
Roberto Chiacig;29;2004;08/29/2004;0;1;0
Allison Cook-Tranquilli;32;2004;08/29/2004;0;1;0
Carlos Delfino;21;2004;08/29/2004;1;0;0
Tim Duncan;28;2004;08/29/2004;0;0;1
Trish Fallon;32;2004;08/29/2004;0;1;0
Gabriel Fernández;27;2004;08/29/2004;1;0;0
Jack Galanda;29;2004;08/29/2004;0;1;0
Luca Garri;22;2004;08/29/2004;0;1;0
Manu Ginóbili;27;2004;08/29/2004;1;0;0
Yolanda Griffith;34;2004;08/29/2004;1;0;0
Diana Gustilina;30;2004;08/29/2004;0;0;1
Leonardo Gutiérrez;26;2004;08/29/2004;1;0;0
Kristi Harrower;29;2004;08/29/2004;0;1;0
Walter Herrmann;25;2004;08/29/2004;1;0;0
Allen Iverson;29;2004;08/29/2004;0;0;1
Lauren Jackson;23;2004;08/29/2004;0;1;0
LeBron James;19;2004;08/29/2004;0;0;1
Richard Jefferson;24;2004;08/29/2004;0;0;1
Shannon Johnson;29;2004;08/29/2004;1;0;0
Mariya Kalmykova;30;2004;08/29/2004;0;0;1
Yelena Karpova;24;2004;08/29/2004;0;0;1
Ilona Korstin;24;2004;08/29/2004;0;0;1
Lisa Leslie;32;2004;08/29/2004;1;0;0
Stephon Marbury;27;2004;08/29/2004;0;0;1
Denis Marconato;29;2004;08/29/2004;0;1;0
Shawn Marion;26;2004;08/29/2004;0;0;1
Michele Mian;31;2004;08/29/2004;0;1;0
Alejandro Ariel Montecchia;32;2004;08/29/2004;1;0;0
Andrés Nocioni;24;2004;08/29/2004;1;0;0
Fabricio Oberto;31;2004;08/29/2004;1;0;0
Lamar Odom;24;2004;08/29/2004;0;0;1
Emeka Okafor;21;2004;08/29/2004;0;0;1
Irina Osipova;23;2004;08/29/2004;0;0;1
Natalie Porter;23;2004;08/29/2004;0;1;0
Alicia Poto;26;2004;08/29/2004;0;1;0
Gianmarco Pozzecco;31;2004;08/29/2004;0;1;0
Nikola Radulovic;31;2004;08/29/2004;0;1;0
Oksana Rakhmatulina;27;2004;08/29/2004;0;0;1
Alex Righetti;27;2004;08/29/2004;0;1;0
Ruth Riley;24;2004;08/29/2004;1;0;0
Rodolfo Rombaldoni;27;2004;08/29/2004;0;1;0
Pepe Sánchez;27;2004;08/29/2004;1;0;0
Luis Scola;24;2004;08/29/2004;1;0;0
Hugo Ariel Sconochini;33;2004;08/29/2004;1;0;0
Tatyana Shchyegoleva;22;2004;08/29/2004;0;0;1
Katie Smith;30;2004;08/29/2004;1;0;0
Belinda Snell;23;2004;08/29/2004;0;1;0
Matteo Soragna;28;2004;08/29/2004;0;1;0
Rachael Sporn;36;2004;08/29/2004;0;1;0
Dawn Staley;34;2004;08/29/2004;1;0;0
Mariya Stepanova;25;2004;08/29/2004;0;0;1
Amar'e Stoudemire;24;2004;08/29/2004;0;0;1
Laura Summerton-Hodges;20;2004;08/29/2004;0;1;0
Sheryl Swoopes;33;2004;08/29/2004;1;0;0
Diana Taurasi;22;2004;08/29/2004;1;0;0
Penny Taylor;23;2004;08/29/2004;0;1;0
Tina Thompson;29;2004;08/29/2004;1;0;0
Nataliya Vodopyanova;23;2004;08/29/2004;0;0;1
Dwyane Wade Jr.;22;2004;08/29/2004;0;0;1
Rubén Wolkowyski;30;2004;08/29/2004;1;0;0
Shareef Abdur-Rahim;23;2000;10/01/2000;1;0;0
Dainius Adomaitis;26;2000;10/01/2000;0;0;1
Adriana;29;2000;10/01/2000;0;0;1
Adrianinha;21;2000;10/01/2000;0;0;1
Alessandra;26;2000;10/01/2000;0;0;1
Ray Allen;25;2000;10/01/2000;1;0;0
Vin Baker;28;2000;10/01/2000;1;0;0
Jim Bilba;32;2000;10/01/2000;0;1;0
Ruthie Bolton-Holifield;33;2000;10/01/2000;1;0;0
Yann Bonato;28;2000;10/01/2000;0;1;0
Carla Boyd;24;2000;10/01/2000;0;1;0
Michelle Brogan-Griffiths;27;2000;10/01/2000;0;1;0
Sandy Brondello;32;2000;10/01/2000;0;1;0
Vince Carter;23;2000;10/01/2000;1;0;0
Cíntia;25;2000;10/01/2000;0;0;1
Cláudinha;25;2000;10/01/2000;0;0;1
Makan Dioumassi;28;2000;10/01/2000;0;1;0
Teresa Edwards;36;2000;10/01/2000;1;0;0
Gintaras Einikis;30;2000;10/01/2000;0;0;1
Trish Fallon;28;2000;10/01/2000;0;1;0
Laurent Foirest;26;2000;10/01/2000;0;1;0
Thierry Gadou;31;2000;10/01/2000;0;1;0
Kevin Garnett;24;2000;10/01/2000;1;0;0
Andrius Giedraitis;27;2000;10/01/2000;0;0;1
Shelley Gorman-Sandie;31;2000;10/01/2000;0;1;0
Yolanda Griffith;30;2000;10/01/2000;1;0;0
Tim Hardaway;34;2000;10/01/2000;1;0;0
Kristi Harrower;25;2000;10/01/2000;0;1;0
Helen;27;2000;10/01/2000;0;0;1
Jo Hill;27;2000;10/01/2000;0;1;0
Allan Houston;29;2000;10/01/2000;1;0;0
Lauren Jackson;19;2000;10/01/2000;0;1;0
Janeth;31;2000;10/01/2000;0;0;1
Šarunas Jasikevicius;24;2000;10/01/2000;0;0;1
Cyril Julian;26;2000;10/01/2000;0;1;0
Kelly;20;2000;10/01/2000;0;0;1
Jason Kidd;27;2000;10/01/2000;1;0;0
Annie La Fleur;30;2000;10/01/2000;0;1;0
Lisa Leslie;28;2000;10/01/2000;1;0;0
Lilian;21;2000;10/01/2000;0;0;1
Kestutis Marciulionis;24;2000;10/01/2000;0;0;1
Tomas Masiulis;24;2000;10/01/2000;0;0;1
Darius Maskoliunas;29;2000;10/01/2000;0;0;1
Nikki McCray;28;2000;10/01/2000;1;0;0
Antonio McDyess;26;2000;10/01/2000;1;0;0
DeLisha Milton-Jones;26;2000;10/01/2000;1;0;0
Alonzo Mourning;30;2000;10/01/2000;1;0;0
Crawford Palmer;30;2000;10/01/2000;0;1;0
Gary Payton;32;2000;10/01/2000;1;0;0
Antoine Rigaudeau;28;2000;10/01/2000;0;1;0
Stéphane Risacher;28;2000;10/01/2000;0;1;0
Laurent Sciarra;27;2000;10/01/2000;0;1;0
Silvinha;25;2000;10/01/2000;0;0;1
Ramunas Šiškauskas;22;2000;10/01/2000;0;0;1
Katie Smith;26;2000;10/01/2000;1;0;0
Steve Smith;31;2000;10/01/2000;1;0;0
Marta Sobral;36;2000;10/01/2000;0;0;1
Darius Songaila;22;2000;10/01/2000;0;0;1
Moustapha Sonko;28;2000;10/01/2000;0;1;0
Rachael Sporn;32;2000;10/01/2000;0;1;0
Dawn Staley;30;2000;10/01/2000;1;0;0
Saulius Štombergas;26;2000;10/01/2000;0;0;1
Sheryl Swoopes;29;2000;10/01/2000;1;0;0
Mindaugas Timinskas;26;2000;10/01/2000;0;0;1
Michele Timms;35;2000;10/01/2000;0;1;0
Frédéric Weis;23;2000;10/01/2000;0;1;0
Jenny Whittle;27;2000;10/01/2000;0;1;0
Natalie Williams;29;2000;10/01/2000;1;0;0
Kara Wolters;25;2000;10/01/2000;1;0;0
Zaine;22;2000;10/01/2000;0;0;1
Eurelijus Žukauskas;27;2000;10/01/2000;0;0;1
Mathias Boe;32;2012;08/12/2012;0;1;0
Cai Yun;32;2012;08/12/2012;1;0;0
Chen Long;23;2012;08/12/2012;0;0;1
Fu Haifeng;28;2012;08/12/2012;1;0;0
Mizuki Fujii;23;2012;08/12/2012;0;1;0
Jeong Jae-Seong;29;2012;08/12/2012;0;0;1
Reika Kakiiwa;23;2012;08/12/2012;0;1;0
Lee Chong Wei;29;2012;08/12/2012;0;1;0
Lee Yong-Dae;23;2012;08/12/2012;0;0;1
Li Xuerui;21;2012;08/12/2012;1;0;0
Lin Dan;28;2012;08/12/2012;1;0;0
Ma Jin;24;2012;08/12/2012;0;1;0
Carsten Mogensen;29;2012;08/12/2012;0;1;0
Saina Nehwal;22;2012;08/12/2012;0;0;1
Joachim Fischer Nielsen;33;2012;08/12/2012;0;0;1
Christinna Pedersen;26;2012;08/12/2012;0;0;1
Valeriya Sorokina;28;2012;08/12/2012;0;0;1
Tian Qing;25;2012;08/12/2012;1;0;0
Nina Vislova;25;2012;08/12/2012;0;0;1
Wang Yihan;24;2012;08/12/2012;0;1;0
Xu Chen;27;2012;08/12/2012;0;1;0
Zhang Nan;22;2012;08/12/2012;1;0;0
Cai Yun;28;2008;08/24/2008;0;1;0
Chen Jin;22;2008;08/24/2008;0;0;1
Du Jing;24;2008;08/24/2008;1;0;0
Fu Haifeng;24;2008;08/24/2008;0;1;0
He Hanbin;22;2008;08/24/2008;0;0;1
Hwang Ji-Man;24;2008;08/24/2008;0;0;1
Markis Kido;24;2008;08/24/2008;1;0;0
Lee Chong Wei;25;2008;08/24/2008;0;1;0
Lee Gyeong-Won;28;2008;08/24/2008;0;1;0
Lee Jae-Jin;25;2008;08/24/2008;0;0;1
Lee Yong-Dae;19;2008;08/24/2008;1;0;0
Lin Dan;24;2008;08/24/2008;1;0;0
Lilyana Natsir;22;2008;08/24/2008;0;1;0
Hendra Setiawan;23;2008;08/24/2008;1;0;0
Wei Yili;26;2008;08/24/2008;0;0;1
Nova Widianto;30;2008;08/24/2008;0;1;0
Xie Xingfan;27;2008;08/24/2008;0;1;0
Maria Yulianti;23;2008;08/24/2008;0;0;1
Zhang Ning;33;2008;08/24/2008;1;0;0
Zhang Yawen;23;2008;08/24/2008;0;0;1
Gail Emms;27;2004;08/29/2004;0;1;0
Hian Eng;27;2004;08/29/2004;0;0;1
Jens Eriksen;34;2004;08/29/2004;0;0;1
Ha Tae-Gwon;29;2004;08/29/2004;1;0;0
Taufik Hidayat;23;2004;08/29/2004;1;0;0
Huang Sui;22;2004;08/29/2004;0;1;0
Kim Dong-Mun;28;2004;08/29/2004;1;0;0
Sony Dwi Kuncoro;20;2004;08/29/2004;0;0;1
Lee Dong-Su;30;2004;08/29/2004;0;1;0
Lee Gyeong-Won;24;2004;08/29/2004;0;0;1
Flandy Limpele;30;2004;08/29/2004;0;0;1
Mia Audina;24;2004;08/29/2004;0;1;0
Na Gyeong-Min;27;2004;08/29/2004;0;0;1
Nathan Robertson;27;2004;08/29/2004;0;1;0
Mette Schjoldager;27;2004;08/29/2004;0;0;1
Son Seung-Mo;24;2004;08/29/2004;0;1;0
Yang Wei;25;2004;08/29/2004;1;0;0
Yu Yong-Seong;29;2004;08/29/2004;0;1;0
Zhang Jiewen;23;2004;08/29/2004;1;0;0
Zhang Jun;26;2004;08/29/2004;1;0;0
Zhang Ning;29;2004;08/29/2004;1;0;0
Zhou Mi;25;2004;08/29/2004;0;0;1
Simon Archer;27;2000;10/01/2000;0;0;1
Ge Fei;26;2000;10/01/2000;1;0;0
Gong Zhichao;23;2000;10/01/2000;1;0;0
Gu Jun;25;2000;10/01/2000;1;0;0
Tony Gunawan;25;2000;10/01/2000;1;0;0
Ha Tae-Gwon;25;2000;10/01/2000;0;0;1
Trikus Haryanto;26;2000;10/01/2000;0;1;0
Hendrawan;28;2000;10/01/2000;0;1;0
Huang Nanyan;23;2000;10/01/2000;0;1;0
Ji Xinpeng;22;2000;10/01/2000;1;0;0
Kim Dong-Mun;24;2000;10/01/2000;0;0;1
Lee Dong-Su;26;2000;10/01/2000;0;1;0
Camilla Martin;26;2000;10/01/2000;0;1;0
Qin Yiyuan;27;2000;10/01/2000;0;0;1
Minarti Timur;32;2000;10/01/2000;0;1;0
Candra Wijaya;25;2000;10/01/2000;1;0;0
Joanne Wright-Goode;27;2000;10/01/2000;0;0;1
Xia Xuanze;21;2000;10/01/2000;0;0;1
Yang Wei;21;2000;10/01/2000;0;1;0
Ye Zhaoying;26;2000;10/01/2000;0;0;1
Yu Yong-Seong;25;2000;10/01/2000;0;1;0
Zhang Jun;22;2000;10/01/2000;1;0;0
Valerie Adams-Vili;27;2012;08/12/2012;1;0;0
Habiba Al-Ghribi-Boudra;28;2012;08/12/2012;0;1;0
Ade Alleyne-Forte;23;2012;08/12/2012;0;0;1
Nijel Amos;18;2012;08/12/2012;0;1;0
Sofia Assefa;24;2012;08/12/2012;0;0;1
Ryan Bailey;23;2012;08/12/2012;0;1;0
Kemar Bailey-Cole;20;2012;08/12/2012;1;0;0
Keshia Baker;24;2012;08/12/2012;1;0;0
Brigetta Barrett;21;2012;08/12/2012;0;1;0
Erick Barrondo;21;2012;08/12/2012;0;1;0
Mutaz Essa Barshim;21;2012;08/12/2012;0;0;1
Tariku Bekele;25;2012;08/12/2012;0;0;1
Keston Bledman;24;2012;08/12/2012;0;0;1
Chris Brown;33;2012;08/12/2012;1;0;0
Yelyzaveta Bryzhina;22;2012;08/12/2012;0;0;1
Gamze Bulut;20;2012;08/12/2012;0;1;0
Marc Burns;29;2012;08/12/2012;0;0;1
Asli Çakir;26;2012;08/12/2012;1;0;0
Emmanuel Callender;28;2012;08/12/2012;0;0;1
Schillonie Calvert;24;2012;08/12/2012;0;1;0
Nesta Carter;26;2012;08/12/2012;1;0;0
Chen Ding;19;2012;08/12/2012;1;0;0
Tatyana Chernova;24;2012;08/12/2012;0;0;1
Anna Chicherova;30;2012;08/12/2012;1;0;0
Javier Culson;28;2012;08/12/2012;0;0;1
Christine Day;25;2012;08/12/2012;0;0;1
